name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Milano, Lombardia, Italia",26/05/2022,28.9,15.2,23.2,29.1,15.2,23.3,16.3,66.9,0,0,0,,0,0,18.4,12.7,88,1018.8,27.4,10,178.4,15.4,6,30,2022-05-26T05:42:21,2022-05-26T20:58:55,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16080099999,16076099999,AV128,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",27/05/2022,31.8,18.9,25.2,31.8,18.9,25.3,16.8,62.3,0,0,0,,0,0,16.6,10.8,277.7,1016.4,9,9.9,204.6,17.7,6,30,2022-05-27T05:41:35,2022-05-27T20:59:54,0.89,Clear,Clear conditions throughout the day.,clear-day,"16080099999,16076099999,AV128,16066099999,06771099999"
"Milano, Lombardia, Italia",28/05/2022,30.9,17.1,23.4,30.4,17.1,23.4,15.8,64.7,0.514,100,4.17,rain,0,0,46.4,38.6,97.9,1007.8,24.1,9.8,194.1,16.7,6,60,2022-05-28T05:40:51,2022-05-28T21:00:52,0.93,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"16080099999,16076099999,AV128,16066099999,06777099999,06771099999"
"Milano, Lombardia, Italia",29/05/2022,20.4,13.9,16.8,20.4,13.9,16.8,9.9,65.3,2.422,100,54.17,rain,0,0,40.7,27.9,112.7,1007.5,70.8,10,131.5,11.4,6,10,2022-05-29T05:40:09,2022-05-29T21:01:48,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"16080099999,16076099999,D6875,AV128,16066099999,06771099999,LIML"
"Milano, Lombardia, Italia",30/05/2022,20.9,13.1,17.3,20.9,13.1,17.3,10.4,65.6,0,0,0,rain,0,0,14.8,17.5,123.8,1009.9,79,10,150.2,12.9,6,10,2022-05-30T05:39:30,2022-05-30T21:02:43,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16080099999,16076099999,AV128,16066099999,06777099999,06771099999"
"Milano, Lombardia, Italia",31/05/2022,23.9,16.9,20.2,23.9,16.9,20.2,13.7,66.8,0.082,100,8.33,rain,0,0,22.3,14.2,96.9,1014.1,72,10,136.1,11.5,5,10,2022-05-31T05:38:52,2022-05-31T21:03:37,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"16080099999,16076099999,AV128,16066099999,06777099999,06771099999"
"Milano, Lombardia, Italia",01/06/2022,27.8,15.9,22.7,27.9,15.9,22.7,14.5,62.1,0,0,0,,0,0,25.9,11,241.8,1014.6,57.2,10,217,18.7,6,10,2022-06-01T05:38:17,2022-06-01T21:04:29,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16080099999,16076099999,AV128,16066099999,06777099999,06771099999"
"Milano, Lombardia, Italia",02/06/2022,29.9,17.9,24.5,29.6,17.9,24.5,15.5,59.6,0,0,0,rain,0,0,16.6,10.8,235.6,1015.7,21.1,9.8,263.5,22.7,9,30,2022-06-02T05:37:44,2022-06-02T21:05:19,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16080099999,16076099999,AV128,16066099999,06777099999,06771099999"
"Milano, Lombardia, Italia",03/06/2022,25.8,18.9,22.4,25.8,18.9,22.4,18.2,77.5,1.31,100,20.83,rain,0,0,25.9,21.3,98.5,1017.9,54.7,9,77.3,6.8,3,30,2022-06-03T05:37:14,2022-06-03T21:06:08,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"16080099999,16076099999,AV128,16066099999,06777099999,06771099999"
"Milano, Lombardia, Italia",04/06/2022,30.9,16.9,24,30.9,16.9,24.1,16.9,68.4,0,0,0,,0,0,16.6,9.4,268.2,1017.6,2.3,10,202.7,17.5,6,10,2022-06-04T05:36:45,2022-06-04T21:06:56,0.16,Clear,Clear conditions throughout the day.,clear-day,"16080099999,16076099999,AV128,16066099999,06771099999"
"Milano, Lombardia, Italia",05/06/2022,29.9,19,24.2,31.8,19,24.6,17.7,68.2,0.415,100,12.5,rain,0,0,61.2,26.6,78.7,1014.4,22.7,9.8,160.5,13.8,5,60,2022-06-05T05:36:19,2022-06-05T21:07:41,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"16080099999,16076099999,AV128,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",06/06/2022,30,15.9,24.2,30,15.9,24.2,15.4,60.9,0,0,0,rain,0,0,18.4,12.4,113.2,1014.3,13.2,10,225.2,19.5,6,30,2022-06-06T05:35:56,2022-06-06T21:08:25,0.23,Clear,Clear conditions throughout the day.,clear-day,"16080099999,16076099999,AV128,16066099999,06771099999"
"Milano, Lombardia, Italia",07/06/2022,27.8,18.9,23.3,27.9,18.9,23.3,16.4,66.9,2.556,100,20.83,rain,0,0,22.3,21.2,95.6,1011.5,50.7,10,175.9,15.2,6,30,2022-06-07T05:35:34,2022-06-07T21:09:08,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"16080099999,16076099999,AV128,16066099999,06777099999,06771099999"
"Milano, Lombardia, Italia",08/06/2022,27,15,21.6,26.9,15,21.6,14.1,64.9,2.762,100,8.33,rain,0,0,27.7,12.9,98.3,1008.9,40.3,10,161.5,13.9,5,30,2022-06-08T05:35:15,2022-06-08T21:09:48,0.3,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"16080099999,16076099999,AV128,16066099999,06771099999"
"Milano, Lombardia, Italia",09/06/2022,28.8,13.6,22.2,27.7,13.6,22,11.2,56.6,0.954,100,8.33,rain,0,0,50,23.8,18.7,1008,16.3,10,227.4,19.5,6,10,2022-06-09T05:34:59,2022-06-09T21:10:27,0.33,Rain,Clear conditions throughout the day with rain.,rain,"16080099999,16076099999,AV128,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",10/06/2022,30.8,17.9,24.4,28.9,17.9,23.8,6.2,32.9,0,0,0,,0,0,53.6,13.3,289.5,1015,0,10,240.1,20.7,6,10,2022-06-10T05:34:45,2022-06-10T21:11:03,0.36,Clear,Clear conditions throughout the day.,clear-day,"16080099999,16076099999,AV128,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",11/06/2022,30.9,15,24.2,29.6,15,23.8,11.9,49.3,0,0,0,,0,0,16.6,14.1,131.3,1018.6,2.4,10,233.3,20.1,6,10,2022-06-11T05:34:33,2022-06-11T21:11:38,0.4,Clear,Clear conditions throughout the day.,clear-day,"16080099999,16076099999,AV128,16066099999,06777099999,06771099999"
"Milano, Lombardia, Italia",12/06/2022,32.9,17.8,25.9,31.6,17.8,25.6,13.9,50.1,0,0,0,,0,0,19.1,12.7,201,1018.9,0,10,222.5,19.3,6,10,2022-06-12T05:34:23,2022-06-12T21:12:11,0.43,Clear,Clear conditions throughout the day.,clear-day,"16080099999,16076099999,AV128,16066099999,06777099999,06771099999"
"Milano, Lombardia, Italia",13/06/2022,33.7,20.8,27.4,32.9,20.8,27.2,15.6,51.3,0.077,100,4.17,rain,0,0,18.4,13.9,162.8,1014.5,15.6,10,228.4,19.6,6,30,2022-06-13T05:34:16,2022-06-13T21:12:41,0.46,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"16080099999,16076099999,AV128,16066099999,06771099999"
"Milano, Lombardia, Italia",14/06/2022,30.8,20.7,26.3,31,20.7,26.4,16.3,55.2,0,0,0,,0,0,30.5,21.2,110.2,1016.6,29.2,10,213.2,18.3,6,30,2022-06-14T05:34:11,2022-06-14T21:13:10,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16080099999,16076099999,D8587,AV128,16066099999,06777099999,06771099999"
"Milano, Lombardia, Italia",15/06/2022,30.8,21.6,26.5,31.4,21.6,26.7,15.9,53,0.008,100,4.17,rain,0,0,35.2,11,118.3,1017.6,51.3,10,190.4,16.6,6,30,2022-06-15T05:34:09,2022-06-15T21:13:37,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"16080099999,16076099999,AV128,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",16/06/2022,33.9,19.9,27.7,35.1,19.9,28.3,17.8,57.1,0.025,100,4.17,rain,0,0,39.3,15.3,201.4,1016.1,20.7,10,221.5,19.4,6,30,2022-06-16T05:34:09,2022-06-16T21:14:01,0.57,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"16080099999,16076099999,AV128,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",17/06/2022,33.9,22.4,28.5,34.5,22.4,29.1,17.8,53.8,0,0,0,,0,0,14.8,12.1,144.7,1017.8,38.2,10,208.1,18.1,6,30,2022-06-17T05:34:11,2022-06-17T21:14:23,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16080099999,16076099999,AV128,16066099999,06771099999,LIML"
"Milano, Lombardia, Italia",18/06/2022,32.4,23.8,28.3,32,23.8,28.3,15.1,45.1,0,0,0,,0,0,18.4,21.7,106.7,1019.7,32.4,10,223.7,19.3,6,10,2022-06-18T05:34:15,2022-06-18T21:14:43,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16080099999,16076099999,AV128,16066099999,06771099999,LIML"
"Milano, Lombardia, Italia",19/06/2022,33,22.9,28.5,32.9,22.9,28.3,15,45.2,0,0,0,,0,0,18.4,12.8,107.6,1015.4,16.4,10,226.6,19.5,6,10,2022-06-19T05:34:22,2022-06-19T21:15:01,0.67,Clear,Clear conditions throughout the day.,clear-day,"16080099999,16076099999,AV128,16066099999,06771099999,LIML"
"Milano, Lombardia, Italia",20/06/2022,33.5,21,27.6,33.9,21,27.6,16,51.2,0,0,0,,0,0,32.4,15.5,227.2,1012,17.9,10.6,225.5,19.5,6,10,2022-06-20T05:34:31,2022-06-20T21:15:16,0.7,Clear,Clear conditions throughout the day.,clear-day,"16080099999,16076099999,AV128,16066099999,06771099999,LIML"
"Milano, Lombardia, Italia",21/06/2022,32.9,17.9,27.3,33.9,17.9,27.7,17,54.4,0,0,0,rain,0,0,28.8,16.8,246.7,1011.6,32,9.9,197,16.9,6,30,2022-06-21T05:34:43,2022-06-21T21:15:30,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16080099999,16076099999,AV128,16066099999,06771099999,LIML"
"Milano, Lombardia, Italia",22/06/2022,28.5,21.7,25,29.7,21.7,25.2,18,66,0.7,100,29.17,rain,0,0,28,12.9,100.1,1011.7,56.1,9.8,105.8,9.3,5,10,2022-06-22T05:34:56,2022-06-22T21:15:41,0.77,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"16080099999,16076099999,AV128,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",23/06/2022,28.8,18.9,24.8,30,18.9,25.3,18.9,71.9,0.856,100,20.83,rain,0,0,35.1,17.7,202.6,1012.2,48,10,153,13.1,6,30,2022-06-23T05:35:12,2022-06-23T21:15:49,0.81,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"16080099999,16076099999,AV128,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",24/06/2022,29.5,18.9,24,29.2,18.9,24,16.9,66.4,2.213,100,33.33,rain,0,0,41.5,26.9,142.7,1010.5,48.4,10,172.2,14.9,6,30,2022-06-24T05:35:30,2022-06-24T21:15:56,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"16080099999,16076099999,AV128,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",25/06/2022,30.6,16.8,24,30.8,16.8,24.1,16,63.6,0,0,0,,0,0,21.6,10.7,229.6,1012.4,30.8,10,213.1,18.3,6,10,2022-06-25T05:35:50,2022-06-25T21:16:00,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16080099999,16076099999,D8587,AV128,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",26/06/2022,31.7,18.8,24.9,31.9,18.8,25,15.9,58.9,0.01,100,8.33,rain,0,0,23.1,11.2,85.6,1014.1,61.2,13.5,270.4,23.2,9,10,2022-06-26T05:36:13,2022-06-26T21:16:01,0.91,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"16080099999,16076099999,D6875,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",27/06/2022,32.7,20.9,28.1,33.4,20.9,28.5,17.5,54.2,0,0,0,rain,0,0,31,14.3,115.4,1014.1,31.4,10,203.4,17.5,6,30,2022-06-27T05:36:37,2022-06-27T21:16:00,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16080099999,16076099999,AV128,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",28/06/2022,29.5,20.8,25.2,30.7,20.8,25.4,17.6,63.2,3.034,100,12.5,rain,0,0,45.3,27.9,53.3,1013.4,63.5,11,100.3,8.5,3,30,2022-06-28T05:37:04,2022-06-28T21:15:57,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"16080099999,16076099999,D6875,AV128,16066099999,06777099999,06771099999"
"Milano, Lombardia, Italia",29/06/2022,31.7,19.9,25.4,31.6,19.9,25.6,17.1,62.1,0.018,100,12.5,rain,0,0,39,12.8,244.9,1011,38,10,218.2,18.7,6,30,2022-06-29T05:37:32,2022-06-29T21:15:51,0,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"16080099999,16076099999,AV128,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",30/06/2022,30.7,20.7,26.4,31.4,20.7,26.7,17.6,60.4,0.002,100,4.17,rain,0,0,22.4,11.3,217.5,1011.5,34.2,10,213.4,18.4,6,60,2022-06-30T05:38:03,2022-06-30T21:15:43,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"16080099999,16076099999,AV128,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",01/07/2022,31.6,22.6,27,31.1,22.6,26.9,15.3,50.1,0.099,100,20.83,rain,0,0,42,10.7,238.1,1012.4,43.4,10,210.8,18.2,6,30,2022-07-01T05:38:35,2022-07-01T21:15:33,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"16080099999,16076099999,AV128,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",02/07/2022,33.6,19.8,27.3,33.2,19.8,27.3,16.2,53,0,0,0,,0,0,17.3,10.8,181.6,1017.4,21.5,10,223.1,19.2,6,10,2022-07-02T05:39:09,2022-07-02T21:15:20,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16080099999,16076099999,AV128,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",03/07/2022,35.7,21.8,28.8,36.9,21.8,29.3,17.7,53.8,0,0,0,,0,0,22.6,11.2,224.1,1016.2,15.1,10,218.8,18.9,6,10,2022-07-03T05:39:45,2022-07-03T21:15:05,0.15,Clear,Clear conditions throughout the day.,clear-day,"16080099999,16076099999,AV128,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",04/07/2022,33.4,20.9,27.2,33.8,20.9,27.4,16.9,55.1,0.703,100,41.67,rain,0,0,62.8,18.1,24.7,1015.2,43.4,10,166.8,14.4,6,30,2022-07-04T05:40:23,2022-07-04T21:14:47,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"16080099999,16076099999,AV128,16066099999,06777099999,06771099999"
"Milano, Lombardia, Italia",05/07/2022,34,19.8,27.1,34.4,19.8,27.3,17.2,58.1,0.922,100,8.33,rain,0,0,42.6,15.8,251.4,1014.1,25.4,10,219.6,18.9,6,10,2022-07-05T05:41:03,2022-07-05T21:14:27,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"16080099999,16076099999,AV128,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",06/07/2022,31.7,22.6,27.4,31.5,22.6,27.5,16.4,52,0,0,0,rain,0,0,29.5,14.6,113.9,1016.4,33.1,10,209.7,18.2,6,10,2022-07-06T05:41:45,2022-07-06T21:14:05,0.25,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"16080099999,16076099999,AV128,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",07/07/2022,32.7,21.8,27.6,32.2,21.8,27.2,14.1,46.6,0.02,100,8.33,rain,0,0,64.4,36.7,58.6,1015.5,37.1,10,210.6,18.1,6,10,2022-07-07T05:42:28,2022-07-07T21:13:40,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"16080099999,16076099999,AV128,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",08/07/2022,31.8,18.7,25.6,30.3,18.7,25.2,13.6,51,0,0,0,,0,0,63.5,20.5,121.1,1019.2,10.8,10,221.5,19,6,10,2022-07-08T05:43:13,2022-07-08T21:13:13,0.32,Clear,Clear conditions throughout the day.,clear-day,"16080099999,16076099999,AV128,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",09/07/2022,29.8,17.7,25.4,29,17.7,25.2,12.3,44.7,0,0,0,,0,0,30.1,17.4,103.1,1020,12.5,10,218.8,18.8,6,10,2022-07-09T05:43:59,2022-07-09T21:12:43,0.35,Clear,Clear conditions throughout the day.,clear-day,"16080099999,16076099999,AV128,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",10/07/2022,32,18.8,26.3,30.6,18.8,25.8,11.4,41.1,0,0,0,,0,0,34,13.3,258.5,1015.9,17.5,10,220,18.9,6,10,2022-07-10T05:44:47,2022-07-10T21:12:11,0.39,Clear,Clear conditions throughout the day.,clear-day,"16080099999,16076099999,AV128,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",11/07/2022,30.8,21.5,26.8,30.6,21.5,26.7,14.4,47.2,0,0,0,rain,0,0,30.8,19.2,118.3,1016.5,31.4,10,213,18.4,6,10,2022-07-11T05:45:36,2022-07-11T21:11:37,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16080099999,16076099999,AV128,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",12/07/2022,30.8,21.8,26.5,30.7,21.8,26.6,15.1,50.1,0.002,100,4.17,rain,0,0,22.1,17.4,117.8,1019.1,42.9,10,201.6,17.4,6,10,2022-07-12T05:46:27,2022-07-12T21:11:01,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"16080099999,16076099999,AV128,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",13/07/2022,32,21.7,26.6,31.7,21.7,26.5,16.1,54.1,0,0,0,,0,0,18.4,17.3,118.9,1021.8,31,10,213.1,18.4,6,10,2022-07-13T05:47:19,2022-07-13T21:10:22,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16080099999,16076099999,AV128,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",14/07/2022,33.7,20.9,27.8,33.8,20.9,27.9,16.9,54.3,0.002,100,4.17,rain,0,0,20.1,9.2,209.3,1018.5,23.8,10,189.4,16.2,6,10,2022-07-14T05:48:12,2022-07-14T21:09:41,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"16080099999,16076099999,AV128,16066099999,06777099999,06771099999"
"Milano, Lombardia, Italia",15/07/2022,35.8,23.6,29.3,36.5,23.6,29.9,16.8,47.9,0,0,0,,0,0,28.8,12.8,251.3,1012.8,2.5,10,216,18.6,6,10,2022-07-15T05:49:07,2022-07-15T21:08:58,0.55,Clear,Clear conditions throughout the day.,clear-day,"16080099999,16076099999,AV128,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",16/07/2022,33.8,23.7,28.5,34.7,23.7,28.9,17.1,51.4,0,0,0,,0,0,20.6,14.2,139,1014.8,1.6,10,210,18.1,6,10,2022-07-16T05:50:03,2022-07-16T21:08:12,0.59,Clear,Clear conditions throughout the day.,clear-day,"16080099999,16076099999,AV128,16066099999,06777099999,06771099999"
"Milano, Lombardia, Italia",17/07/2022,33.7,24.7,29,34.2,24.7,29.4,17.7,51.7,0.002,100,4.17,rain,0,0,22.3,19.4,114.1,1019.1,26.8,10,204.6,17.7,6,10,2022-07-17T05:51:00,2022-07-17T21:07:25,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"16080099999,16076099999,AV128,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",18/07/2022,32.8,24.7,29,33.1,24.7,29.1,16.1,46.5,0,0,0,,0,0,21.6,15.6,110.2,1020.6,24.8,10,205.6,17.7,6,10,2022-07-18T05:51:58,2022-07-18T21:06:35,0.65,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"16080099999,16076099999,AV128,16066099999,06777099999,06771099999"
"Milano, Lombardia, Italia",19/07/2022,33.7,21.6,29.2,33.3,21.6,28.8,14.7,43.1,0,0,0,,0,0,24.7,13.7,120.1,1019.4,26.8,10,204.8,17.6,6,10,2022-07-19T05:52:58,2022-07-19T21:05:43,0.69,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"16080099999,16076099999,AV128,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",20/07/2022,34.8,22.8,29.9,33.5,22.8,29.2,13.1,37.8,0,0,0,,0,0,21.5,11.3,109.2,1018,15.5,10,207.5,17.9,6,10,2022-07-20T05:53:58,2022-07-20T21:04:49,0.75,Clear,Clear conditions throughout the day.,clear-day,"16080099999,16076099999,AV128,16066099999,06777099999,06771099999"
"Milano, Lombardia, Italia",21/07/2022,35.7,25.6,30.3,35.4,25.6,30.1,14.5,39.2,0.097,100,8.33,rain,0,0,20.8,12.7,118.4,1016,13.1,10,202.5,17.4,6,10,2022-07-21T05:54:59,2022-07-21T21:03:53,0.76,Rain,Clear conditions throughout the day with early morning rain.,rain,"16080099999,16076099999,AV128,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",22/07/2022,36.8,22,30.1,36.6,22,29.9,15.6,45,0.003,100,4.17,rain,0,0,29.5,14.1,143.9,1015.5,21.6,10,202.5,17.4,6,15,2022-07-22T05:56:01,2022-07-22T21:02:55,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"16080099999,16076099999,AV128,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",23/07/2022,34,22.9,29.7,38.1,22.9,31.2,18.6,52.1,0,0,0,rain,0,0,53.4,12.1,255.1,1014.7,38.8,10,176.3,15.3,6,30,2022-07-23T05:57:05,2022-07-23T21:01:55,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16080099999,16076099999,AV128,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",24/07/2022,34.7,24.7,29.5,37.4,24.7,30.9,20,58.6,0.002,100,4.17,rain,0,0,27.7,12,211.9,1015.4,32.1,10,189,16.2,5,30,2022-07-24T05:58:08,2022-07-24T21:00:53,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"16080099999,16076099999,AV128,16066099999,06777099999,LIML,06771099999"
"Milano, Lombardia, Italia",25/07/2022,36,23,29.6,38.4,23,30.4,18.8,54.7,0.067,100,8.33,rain,0,0,45.3,20.3,261.7,1013,35.9,10,186.3,16,5,30,2022-07-25T05:59:13,2022-07-25T20:59:49,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"16080099999,16076099999,D6875,AV128,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",26/07/2022,34.5,20,27.6,35.9,20,28.3,18.7,61.4,1.9,100,8.33,rain,0,0,54.2,29.9,162.2,1009.4,51.4,10,209.1,18.2,6,30,2022-07-26T06:00:19,2022-07-26T20:58:43,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"16080099999,16076099999,AV128,16066099999,06777099999,LIML,06771099999"
"Milano, Lombardia, Italia",27/07/2022,30.8,19.9,25.8,30.7,19.9,26,17,60.4,5.495,100,8.33,rain,0,0,54.2,36.2,142,1010.8,37.1,10,214,18.3,6,30,2022-07-27T06:01:25,2022-07-27T20:57:35,0.96,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"16080099999,16076099999,AV128,16066099999,06777099999,06771099999"
"Milano, Lombardia, Italia",28/07/2022,31.8,21.9,26.9,31.7,21.9,27,17.2,57.3,0.12,100,33.33,rain,0,0,52.3,18.3,108.5,1012.7,48,9.9,273,23.3,9,10,2022-07-28T06:02:31,2022-07-28T20:56:26,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"16080099999,16076099999,D6875,AV128,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",29/07/2022,30.3,19.9,23.7,31.3,19.9,23.9,18.5,75.6,26.23,100,20.83,rain,0,0,52.3,13.4,309.8,1014.2,49.2,9.5,164.8,14.3,6,30,2022-07-29T06:03:39,2022-07-29T20:55:14,0.02,"Rain, Partially cloudy",Becoming cloudy in the afternoon with a chance of rain throughout the day.,rain,"16080099999,16076099999,AV128,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",30/07/2022,31.9,18.8,24.8,32,18.8,24.9,17.4,68.7,1.924,100,8.33,rain,0,0,42.9,12.2,271.7,1014.1,16.8,9,210.9,18.2,6,10,2022-07-30T06:04:47,2022-07-30T20:54:01,0.06,Rain,Clear conditions throughout the day with rain clearing later.,rain,"16080099999,16076099999,AV128,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",31/07/2022,32.8,18,26.3,31.9,18,26,13.5,47.6,0,0,0,,0,0,42.9,10.4,261.5,1015.2,0,10,220.3,19.1,6,10,2022-07-31T06:05:55,2022-07-31T20:52:47,0.09,Clear,Clear conditions throughout the day.,clear-day,"16080099999,16076099999,AV128,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",01/08/2022,34.9,19.9,27.7,33.6,19.9,27.3,14.7,49.2,0,0,0,,0,0,25.7,8.7,254.5,1013.8,14.5,10,217.5,18.9,6,10,2022-08-01T06:07:04,2022-08-01T20:51:30,0.13,Clear,Clear conditions throughout the day.,clear-day,"16080099999,16076099999,D6875,AV128,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",02/08/2022,31.9,23.3,27.3,31.4,23.3,27.2,14.7,46.9,0,0,0,rain,0,0,24.7,21.7,121.4,1015.1,30.8,10,206,17.8,6,10,2022-08-02T06:08:14,2022-08-02T20:50:12,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16080099999,16076099999,AV128,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",03/08/2022,33.3,20.9,27.7,32.7,20.9,27.6,16.2,51.7,0,0,0,,0,0,24.1,9.5,120,1016,5,10,212.5,18.3,6,10,2022-08-03T06:09:23,2022-08-03T20:48:52,0.2,Clear,Clear conditions throughout the day.,clear-day,"16080099999,16076099999,AV128,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",04/08/2022,34.9,22.3,28.9,35,22.3,28.9,16.8,50.9,0,0,0,,0,0,21.6,9.4,172.2,1014.9,5.5,10,208.3,18.1,6,10,2022-08-04T06:10:34,2022-08-04T20:47:31,0.23,Clear,Clear conditions throughout the day.,clear-day,"16080099999,16076099999,AV128,16066099999,06777099999,06771099999,LIML"
